image_path,x_start,y_start,x_end,y_end,class_label
left/0C5FE769-CF84-41D8-9378-99DB97CFBCF0_4_5005_c.jpeg,84,152,267,247,0
left/IMG_2958.jpg,527,1732,1754,2530,0
left/IMG_3098.jpg,1136,2453,1136,2453,0
left/363A82F6-6149-4518-87F5-D249425E8040.jpg,295,2268,1732,2967,0
left/Screenshot 2024-11-20 at 10.37.43 PM.png,29,403,194,516,0
left/IMG_4912.JPG,2699,1881,0,3343,0
left/IMG_3099.jpg,77,1706,1574,2727,0
left/WhatsApp Image 2024-11-10 at 13.54.43.jpeg,204,921,932,1234,0
left/IMG_2963.jpg,386,741,1659,1423,0
left/Screenshot 2024-11-20 at 10.38.15 PM.png,118,378,392,517,0
left/IMG_2786.JPG,834,1302,0,1880,0
left/Screenshot 2024-11-20 at 10.38.40 PM.png,190,347,383,448,0
left/IMG_2962.jpg,205,1209,1376,1921,0
left/IMG_4888.JPG,184,1993,2688,2923,0
left/Screenshot 2024-11-20 at 10.38.23 PM.png,224,434,389,514,0
left/Screenshot 2024-11-20 at 10.37.53 PM.png,10,389,172,490,0
left/IMG_2960.jpg,171,1998,1329,2663,0
left/D6AFED86-0FC8-4969-BB6A-B9D2083C48A4_4_5005_c.jpeg,81,124,224,201,0
left/97948CA5-C335-463A-833D-FCDA4035C31B.jpg,334,2285,2024,3062,0
left/IMG_2961.jpg,180,1668,1290,2367,0
left/IMG_3100.jpg,874,1282,1947,2200,0
left/B927FCAE-BF3D-4D27-8172-F9DBA82BC26A_4_5005_c.jpeg,23,158,203,254,0
