image_path,x_start,y_start,x_end,y_end,class_label
shoot/27142740-1AC7-4E98-B552-575F25FE99D8_4_5005_c.jpeg,129,54,225,238,2
shoot/IMG_2997.jpg,497,527,1260,1779,2
shoot/Screenshot 2024-11-20 at 10.51.55 PM.png,362,248,495,478,2
shoot/IMG_3030.jpg,1093,694,2024,2024,2
shoot/IMG_3088.jpg,707,1329,1342,2367,2
shoot/Screenshot 2024-11-19 at 9.36.10 PM.png,328,271,624,751,2
shoot/Screenshot 2024-11-20 at 10.52.52 PM.png,260,253,370,444,2
shoot/IMG_3026.jpg,1235,754,2080,2131,2
shoot/IMG_5132.JPG,488,1007,1809,2650,2
shoot/Screenshot 2024-11-19 at 9.36.02 PM.png,502,307,802,757,2
shoot/IMG_2990.jpg,561,643,1565,2037,2
shoot/IMG_2986.jpg,939,548,1887,1745,2
shoot/IMG_5078.JPG,380,672,2363,3438,2
shoot/Screenshot 2024-11-20 at 11.01.55 PM.png,99,287,217,461,2
shoot/Screenshot 2024-11-20 at 11.02.07 PM.png,58,277,192,495,2
shoot/IMG_3084.jpg,42,1012,690,2616,2
shoot/IMG_3092.jpg,1565,1767,2195,3045,2
shoot/IMG_5125.JPG,56,644,2475,3595,2
shoot/Screenshot 2024-11-20 at 11.01.59 PM.png,117,317,221,497,2
shoot/IMG_4215.jpg,694,995,1685,2792,2
shoot/IMG_5135.JPG,733,879,1715,2448,2
shoot/564C8814-65A4-4DF5-80C5-C1A8A959EA92.jpg,883,969,1694,2341,2
shoot/IMG_3085.jpg,98,613,1166,2457,2
shoot/IMG_5055.JPG,28,84,2777,3847,2
shoot/036F3A5F-A586-4079-8C90-41440AAF7D66_4_5005_c.jpeg,83,50,204,240,2
shoot/Screenshot 2024-11-20 at 11.02.17 PM.png,129,289,240,360,2
shoot/IMG_2987.jpg,673,506,1235,1625,2
shoot/shoot.jpg,246,1069,2576,3309,2
shoot/IMG_4996.JPG,67,1148,2648,3617,2
shoot/Screenshot 2024-11-20 at 11.01.34 PM.png,122,294,190,436,2
shoot/IMG_2991.jpg,304,690,1475,2123,2
shoot/IMG_3027.jpg,330,720,1423,2401,2
shoot/Screenshot 2024-11-20 at 10.52.05 PM.png,328,268,478,518,2
shoot/Screenshot 2024-11-20 at 10.51.49 PM.png,94,256,191,447,2
shoot/IMG_8846.jpg,2710,3925,2710,3925,2
shoot/Screenshot 2024-11-20 at 10.51.45 PM.png,150,256,261,444,2
shoot/IMG_3031.jpg,922,759,1985,2191,2
shoot/04A2AE6B-54BE-47F6-91C0-9FF3F0146987_4_5005_c.jpeg,91,170,245,417,2
shoot/IMG_3024.jpg,763,1835,1728,3079,2
shoot/Screenshot 2024-11-20 at 10.51.52 PM.png,330,269,449,466,2
shoot/IMG_3032.jpg,733,1205,1702,2671,2
shoot/IMG_2988.jpg,1110,536,2041,1767,2
shoot/IMG_5098.JPG,50,386,2648,3113,2
shoot/Screenshot 2024-11-20 at 10.52.28 PM.png,242,327,314,468,2
shoot/IMG_5963.jpg,660,1205,1818,2985,2
shoot/WhatsApp Image 2024-11-10 at 13.54.52.jpeg,793,283,1576,1216,2
shoot/IMG_3028.jpg,240,1539,1273,3019,2
shoot/IMG_3090.jpg,1162,1260,1719,2457,2
shoot/IMG_4958.JPG,694,1103,2150,3080,2
shoot/IMG_3086.jpg,420,1046,1295,2590,2
shoot/IMG_2984.jpg,476,832,1453,2264,2
shoot/Screenshot 2024-11-20 at 11.01.40 PM.png,140,309,265,501,2
shoot/IMG_2992.jpg,617,1213,1102,2037,2
shoot/IMG_2993.jpg,1175,789,2174,2268,2
shoot/8AF9AE6F-A314-4756-B100-48AA865F6AA8_4_5005_c.jpeg,144,34,239,246,2
shoot/WhatsApp Image 2024-11-10 at 13.54.49.jpeg,140,260,910,1218,2
shoot/IMG_2985.jpg,703,857,1698,2298,2
shoot/Screenshot 2024-11-20 at 11.02.10 PM.png,149,290,243,465,2
shoot/IMG_5049.JPG,492,912,2458,3119,2
shoot/IMG_3087.jpg,866,1505,1518,2388,2
shoot/IMG_3091.jpg,990,1930,1509,3049,2
shoot/C9E85614-1BBE-4D9C-8070-635FA6EB4C5F_4_5005_c.jpeg,105,61,231,315,2
shoot/IMG_3029.jpg,969,1110,1861,2551,2
shoot/88F392EA-D67B-41A3-A534-57259E73E77C_4_5005_c.jpeg,169,13,270,182,2
shoot/Screenshot 2024-11-20 at 10.52.02 PM.png,289,201,328,294,2
shoot/45657A50-D07A-4689-8393-319E84D17498.jpg,681,1612,1436,3019,2
shoot/WhatsApp Image 2024-11-10 at 13.54.53.jpeg,699,258,1512,1181,2
shoot/IMG_2989.jpg,1102,368,2032,1990,2
shoot/IMG_3033.jpg,660,729,1565,2174,2
shoot/IMG_3025.jpg,1007,1496,1972,2573,2
shoot/Screenshot 2024-11-20 at 10.52.49 PM.png,166,273,307,518,2
shoot/IMG_2862.JPG,1336,227,1981,1197,2
shoot/Screenshot 2024-11-20 at 11.01.37 PM.png,160,277,242,418,2
shoot/Screenshot 2024-11-20 at 11.02.14 PM.png,114,284,223,449,2
shoot/IMG_3038.jpg,403,1526,1423,3010,2
shoot/IMG_2994.jpg,930,338,1891,1874,2
shoot/IMG_3022.jpg,656,1329,1496,2564,2
shoot/WhatsApp Image 2024-11-10 at 13.54.56 (1).jpeg,275,227,1223,1371,2
shoot/Screenshot 2024-11-20 at 10.52.41 PM.png,182,219,297,452,2
shoot/Screenshot 2024-11-20 at 10.52.22 PM.png,171,255,362,542,2
shoot/IMG_3034.jpg,167,1226,1067,2350,2
shoot/IMG_3018.jpg,437,1226,1706,2547,2
shoot/4442ACF2-1D3D-41F2-BE49-38F4E23EDA1E.jpg,917,1329,1874,2882,2
shoot/A5BAAD82-F7A0-4497-ABBF-7D4AD520EAF7.jpg,939,1376,1093,2041,2
shoot/IMG_4902.JPG,134,436,2615,3516,2
shoot/Screenshot 2024-11-20 at 10.52.43 PM.png,190,242,202,371,2
shoot/IMG_5972.jpg,2037,3049,2037,3049,2
shoot/IMG_3019.jpg,763,1243,1728,2714,2
shoot/Screenshot 2024-11-20 at 10.52.32 PM.png,268,308,275,422,2
shoot/75316145151__4930FD62-5E3D-4DF0-9BE1-E94CB0D0E758.jpg,475,683,2682,3438,2
shoot/IMG_5003.JPG,72,420,2716,3539,2
shoot/IMG_3035.jpg,205,1569,1029,2581,2
shoot/IMG_1321.jpg,188,1115,1385,3083,2
shoot/IMG_2736.jpg,386,776,1711,2153,2
shoot/EB21F7E1-FC9C-4201-A688-35A7AFB09904_4_5005_c.jpeg,81,44,186,213,2
shoot/Screenshot 2024-11-20 at 10.51.39 PM.png,107,282,258,466,2
shoot/IMG_3023.jpg,634,1466,1496,2852,2
shoot/76EE5366-5B34-448A-BC2E-451B8FB8AA5A.jpg,1600,693,2095,1848,2
shoot/IMG_2995.jpg,660,999,1496,2431,2
shoot/Screenshot 2024-11-20 at 11.01.44 PM.png,188,286,301,507,2
shoot/IMG_4915.JPG,392,627,2408,3975,2
shoot/Screenshot 2024-11-20 at 11.01.48 PM.png,168,288,284,495,2
shoot/IMG_2791.JPG,617,1580,617,1580,2
shoot/Screenshot 2024-11-20 at 9.38.46 PM.png,92,611,579,1223,2
shoot/6EE84D9F-30C4-470C-9F66-23FE19B1937C_4_5005_c.jpeg,130,141,238,344,2
shoot/IMG_3081.jpg,660,1248,1419,2650,2
shoot/9AA91E08-8EA9-4C4C-B5E7-7541B79FC43E.jpg,1415,512,1986,1591,2
shoot/f302280a-b823-4bd9-b95f-d93ea309d271.JPG,48,733,509,1405,2
shoot/IMG_4914.JPG,218,778,2094,3835,2
shoot/6F80475C-4352-4735-B5D7-1C00807FF783_4_5005_c.jpeg,131,214,243,461,2
