image_path,x_start,y_start,x_end,y_end,class_label
images/none/IMG_3224.jpg,17,21,2277,3062,5
images/none/IMG_3249.jpg,38,17,2290,3053,5
images/none/IMG_1910.jpg,25,17,2290,3053,5
images/none/IMG_3307.jpg,518,2041,1363,3036,5
images/none/IMG_3242.jpg,17,21,2273,3062,5
images/none/IMG_1906.jpg,17,25,2285,3053,5
images/none/IMG_3311.jpg,686,686,2118,2105,5
images/none/IMG_3254.jpg,12,21,2281,3066,5
images/none/IMG_3278.jpg,12,21,2268,3066,5
images/none/IMG_3297.jpg,278,218,1248,1025,5
images/none/IMG_3281.jpg,25,30,2281,3057,5
images/none/IMG_3239.jpg,30,42,2281,3057,5
images/none/IMG_3258.jpg,34,30,2273,3066,5
images/none/IMG_3223.jpg,34,25,2264,3062,5
images/none/IMG_3274.jpg,34,25,2294,3049,5
images/none/IMG_3262.jpg,17,21,2281,3053,5
images/none/IMG_3235.jpg,12,21,2298,3053,5
images/none/IMG_3234.jpg,17,17,2307,3070,5
images/none/IMG_3263.jpg,17,25,2290,3075,5
images/none/IMG_3275.jpg,12,21,2294,3066,5
images/none/IMG_3259.jpg,12,17,2290,3062,5
images/none/IMG_3238.jpg,17,30,2251,3032,5
images/none/IMG_3280.jpg,34,25,2247,3053,5
images/none/IMG_3279.jpg,42,34,2255,3019,5
images/none/IMG_3296.jpg,1003,403,1865,1230,5
images/none/IMG_3310.jpg,1196,621,1964,1616,5
images/none/IMG_3255.jpg,42,30,2273,3027,5
images/none/IMG_1907.jpg,12,25,2290,3066,5
images/none/IMG_3306.jpg,1059,686,2011,1561,5
images/none/IMG_3243.jpg,21,21,2285,3049,5
images/none/IMG_1911.jpg,25,21,2298,3062,5
